Year,City,Sport,Discipline,NOC,Event,Gender,Medal,Country,Latitude,Longitude
1998,Nagano,Skating,Short Track S.,JPN,500m,M,Gold,Japan,36.5798,138.1657
1998,Nagano,Skating,Speed skating,JPN,1000m,M,Bronze,Japan,36.5798,138.1657
1998,Nagano,Skating,Speed skating,JPN,500m,M,Gold,Japan,36.5798,138.1657
1998,Nagano,Skating,Speed skating,JPN,500m,W,Bronze,Japan,36.5798,138.1657
1998,Nagano,Skiing,Freestyle Ski.,JPN,moguls,W,Gold,Japan,36.5798,138.1657
1998,Nagano,Skiing,Ski Jumping,JPN,K120 individual (90m),M,Bronze,Japan,36.5798,138.1657
1998,Nagano,Skiing,Ski Jumping,JPN,K120 individual (90m),M,Gold,Japan,36.5798,138.1657
1998,Nagano,Skiing,Ski Jumping,JPN,K120 team (90m),M,Gold,Japan,36.5798,138.1657
1998,Nagano,Skiing,Ski Jumping,JPN,K90 individual (70m),M,Silver,Japan,36.5798,138.1657
1998,Nagano,Skating,Speed skating,KAZ,5000m,W,Bronze,Kazakhstan,36.5798,138.1657
1998,Nagano,Skiing,Cross Country S,KAZ,Combined 10km + 15km pursuit,M,Bronze,Kazakhstan,36.5798,138.1657
1998,Nagano,Skating,Short Track S.,KOR,1000m,M,Gold,"Korea, South",36.5798,138.1657
1998,Nagano,Skating,Short Track S.,KOR,1000m,W,Bronze,"Korea, South",36.5798,138.1657
1998,Nagano,Skating,Short Track S.,KOR,1000m,W,Gold,"Korea, South",36.5798,138.1657
1998,Nagano,Skating,Short Track S.,KOR,3000m relay,W,Gold,"Korea, South",36.5798,138.1657
1998,Nagano,Skating,Short Track S.,KOR,5000m relay,M,Silver,"Korea, South",36.5798,138.1657
1998,Nagano,Skating,Short Track S.,KOR,500m,W,Bronze,"Korea, South",36.5798,138.1657
1998,Nagano,Skating,Speed skating,NED,10000m,M,Bronze,Netherlands,36.5798,138.1657
1998,Nagano,Skating,Speed skating,NED,10000m,M,Gold,Netherlands,36.5798,138.1657
1998,Nagano,Skating,Speed skating,NED,10000m,M,Silver,Netherlands,36.5798,138.1657
1998,Nagano,Skating,Speed skating,NED,1000m,M,Gold,Netherlands,36.5798,138.1657
1998,Nagano,Skating,Speed skating,NED,1000m,M,Silver,Netherlands,36.5798,138.1657
1998,Nagano,Skating,Speed skating,NED,1000m,W,Gold,Netherlands,36.5798,138.1657
1998,Nagano,Skating,Speed skating,NED,1500m,M,Bronze,Netherlands,36.5798,138.1657
1998,Nagano,Skating,Speed skating,NED,1500m,M,Silver,Netherlands,36.5798,138.1657
1998,Nagano,Skating,Speed skating,NED,1500m,W,Gold,Netherlands,36.5798,138.1657
1998,Nagano,Skating,Speed skating,NED,5000m,M,Gold,Netherlands,36.5798,138.1657
1998,Nagano,Skating,Speed skating,NED,5000m,M,Silver,Netherlands,36.5798,138.1657
1998,Nagano,Biathlon,Biathlon,NOR,10km,M,Gold,Norway,36.5798,138.1657
1998,Nagano,Biathlon,Biathlon,NOR,10km,M,Silver,Norway,36.5798,138.1657
1998,Nagano,Biathlon,Biathlon,NOR,20km,M,Gold,Norway,36.5798,138.1657
1998,Nagano,Biathlon,Biathlon,NOR,4x7.5km relay,M,Silver,Norway,36.5798,138.1657
1998,Nagano,Biathlon,Biathlon,NOR,4x7.5km relay,W,Bronze,Norway,36.5798,138.1657
1998,Nagano,Curling,Curling,NOR,curling,M,Bronze,Norway,36.5798,138.1657
1998,Nagano,Skating,Speed skating,NOR,1500m,M,Gold,Norway,36.5798,138.1657
1998,Nagano,Skiing,Alpine Skiing,NOR,alpine combined,M,Silver,Norway,36.5798,138.1657
1998,Nagano,Skiing,Alpine Skiing,NOR,downhill,M,Silver,Norway,36.5798,138.1657
1998,Nagano,Skiing,Alpine Skiing,NOR,slalom,M,Gold,Norway,36.5798,138.1657
1998,Nagano,Skiing,Alpine Skiing,NOR,slalom,M,Silver,Norway,36.5798,138.1657
1998,Nagano,Skiing,Cross Country S,NOR,10km pursuit,M,Gold,Norway,36.5798,138.1657
1998,Nagano,Skiing,Cross Country S,NOR,15km mass start,W,Bronze,Norway,36.5798,138.1657
1998,Nagano,Skiing,Cross Country S,NOR,30km mass start,M,Silver,Norway,36.5798,138.1657
1998,Nagano,Skiing,Cross Country S,NOR,4x10km relay,M,Gold,Norway,36.5798,138.1657
1998,Nagano,Skiing,Cross Country S,NOR,4x5km relay,W,Silver,Norway,36.5798,138.1657
1998,Nagano,Skiing,Cross Country S,NOR,50km,M,Gold,Norway,36.5798,138.1657
1998,Nagano,Skiing,Cross Country S,NOR,5km,W,Bronze,Norway,36.5798,138.1657
1998,Nagano,Skiing,Cross Country S,NOR,Combined 10km + 15km pursuit,M,Gold,Norway,36.5798,138.1657
1998,Nagano,Skiing,Cross Country S,NOR,Combined 10km + 15km pursuit,M,Silver,Norway,36.5798,138.1657
1998,Nagano,Skiing,Freestyle Ski.,NOR,moguls,W,Bronze,Norway,36.5798,138.1657
1998,Nagano,Skiing,Nordic Combined,NOR,individual,M,Gold,Norway,36.5798,138.1657
1998,Nagano,Skiing,Nordic Combined,NOR,Team,M,Gold,Norway,36.5798,138.1657
1998,Nagano,Skiing,Snowboard,NOR,Half-pipe,M,Silver,Norway,36.5798,138.1657
1998,Nagano,Skiing,Snowboard,NOR,Half-pipe,W,Silver,Norway,36.5798,138.1657
1998,Nagano,Biathlon,Biathlon,RUS,4x7.5km relay,M,Bronze,Russia,36.5798,138.1657
1998,Nagano,Biathlon,Biathlon,RUS,4x7.5km relay,W,Silver,Russia,36.5798,138.1657
1998,Nagano,Biathlon,Biathlon,RUS,7.5km,W,Gold,Russia,36.5798,138.1657
1998,Nagano,Ice Hockey,Ice Hockey,RUS,ice hockey,M,Silver,Russia,36.5798,138.1657
1998,Nagano,Skating,Figure skating,RUS,ice dancing,X,Gold,Russia,36.5798,138.1657
1998,Nagano,Skating,Figure skating,RUS,ice dancing,X,Silver,Russia,36.5798,138.1657
1998,Nagano,Skating,Figure skating,RUS,individual,M,Gold,Russia,36.5798,138.1657
1998,Nagano,Skating,Figure skating,RUS,pairs,X,Gold,Russia,36.5798,138.1657
1998,Nagano,Skating,Figure skating,RUS,pairs,X,Silver,Russia,36.5798,138.1657
1998,Nagano,Skiing,Cross Country S,RUS,15km mass start,W,Gold,Russia,36.5798,138.1657
1998,Nagano,Skiing,Cross Country S,RUS,15km mass start,W,Silver,Russia,36.5798,138.1657
1998,Nagano,Skiing,Cross Country S,RUS,30km,W,Bronze,Russia,36.5798,138.1657
1998,Nagano,Skiing,Cross Country S,RUS,30km,W,Gold,Russia,36.5798,138.1657
1998,Nagano,Skiing,Cross Country S,RUS,4x5km relay,W,Gold,Russia,36.5798,138.1657
1998,Nagano,Skiing,Cross Country S,RUS,5km,W,Gold,Russia,36.5798,138.1657
1998,Nagano,Skiing,Cross Country S,RUS,Combined 5km + 10km pursuit,W,Gold,Russia,36.5798,138.1657
1998,Nagano,Skiing,Cross Country S,RUS,Combined 5km + 10km pursuit,W,Silver,Russia,36.5798,138.1657
1998,Nagano,Skiing,Nordic Combined,RUS,individual,M,Bronze,Russia,36.5798,138.1657
1998,Nagano,Bobsleigh,Bobsleigh,SUI,four-man,M,Silver,Switzerland,36.5798,138.1657
1998,Nagano,Curling,Curling,SUI,curling,M,Gold,Switzerland,36.5798,138.1657
1998,Nagano,Skiing,Alpine Skiing,SUI,giant slalom,M,Bronze,Switzerland,36.5798,138.1657
1998,Nagano,Skiing,Alpine Skiing,SUI,super-G,M,Silver,Switzerland,36.5798,138.1657
1998,Nagano,Skiing,Freestyle Ski.,SUI,aerials,W,Bronze,Switzerland,36.5798,138.1657
1998,Nagano,Skiing,Snowboard,SUI,giant-slalom,M,Bronze,Switzerland,36.5798,138.1657
1998,Nagano,Skiing,Snowboard,SUI,Half-pipe,M,Gold,Switzerland,36.5798,138.1657
1998,Nagano,Curling,Curling,SWE,curling,W,Bronze,Sweden,36.5798,138.1657
1998,Nagano,Skiing,Alpine Skiing,SWE,downhill,W,Silver,Sweden,36.5798,138.1657
1998,Nagano,Skiing,Cross Country S,SWE,50km,M,Silver,Sweden,36.5798,138.1657
1998,Nagano,Biathlon,Biathlon,UKR,15km,W,Silver,Ukraine,36.5798,138.1657
1998,Nagano,Ice Hockey,Ice Hockey,USA,ice hockey,W,Gold,United States,36.5798,138.1657
1998,Nagano,Luge,Luge,USA,doubles,X,Bronze,United States,36.5798,138.1657
1998,Nagano,Luge,Luge,USA,doubles,X,Silver,United States,36.5798,138.1657
1998,Nagano,Skating,Figure skating,USA,individual,W,Gold,United States,36.5798,138.1657
1998,Nagano,Skating,Figure skating,USA,individual,W,Silver,United States,36.5798,138.1657
1998,Nagano,Skating,Speed skating,USA,1000m,W,Silver,United States,36.5798,138.1657
1998,Nagano,Skating,Speed skating,USA,1500m,W,Bronze,United States,36.5798,138.1657
1998,Nagano,Skiing,Alpine Skiing,USA,super-G,W,Gold,United States,36.5798,138.1657
1998,Nagano,Skiing,Freestyle Ski.,USA,aerials,M,Gold,United States,36.5798,138.1657
1998,Nagano,Skiing,Freestyle Ski.,USA,aerials,W,Gold,United States,36.5798,138.1657
1998,Nagano,Skiing,Freestyle Ski.,USA,moguls,M,Gold,United States,36.5798,138.1657
1998,Nagano,Skiing,Snowboard,USA,Half-pipe,M,Bronze,United States,36.5798,138.1657
1998,Nagano,Skiing,Snowboard,USA,Half-pipe,W,Bronze,United States,36.5798,138.1657
2002,Salt Lake City,Skating,Short Track S.,AUS,1000m,M,Gold,Australia,40.7651,-111.8947
2002,Salt Lake City,Skiing,Freestyle Ski.,AUS,aerials,W,Gold,Australia,40.7651,-111.8947
2002,Salt Lake City,Biathlon,Biathlon,AUT,10km,M,Bronze,Austria,40.7651,-111.8947
2002,Salt Lake City,Bobsleigh,Skeleton,AUT,individual,M,Silver,Austria,40.7651,-111.8947
2002,Salt Lake City,Luge,Luge,AUT,singles,M,Bronze,Austria,40.7651,-111.8947
2002,Salt Lake City,Skiing,Alpine Skiing,AUT,alpine combined,M,Bronze,Austria,40.7651,-111.8947
2002,Salt Lake City,Skiing,Alpine Skiing,AUT,alpine combined,W,Silver,Austria,40.7651,-111.8947
2002,Salt Lake City,Skiing,Alpine Skiing,AUT,downhill,M,Bronze,Austria,40.7651,-111.8947
2002,Salt Lake City,Skiing,Alpine Skiing,AUT,downhill,M,Gold,Austria,40.7651,-111.8947
2002,Salt Lake City,Skiing,Alpine Skiing,AUT,downhill,W,Bronze,Austria,40.7651,-111.8947
2002,Salt Lake City,Skiing,Alpine Skiing,AUT,giant slalom,M,Gold,Austria,40.7651,-111.8947
2002,Salt Lake City,Skiing,Alpine Skiing,AUT,slalom,M,Bronze,Austria,40.7651,-111.8947
2002,Salt Lake City,Skiing,Alpine Skiing,AUT,super-G,M,Bronze,Austria,40.7651,-111.8947
2002,Salt Lake City,Skiing,Alpine Skiing,AUT,super-G,M,Silver,Austria,40.7651,-111.8947
2002,Salt Lake City,Skiing,Cross Country S,AUT,30km mass start,M,Gold,Austria,40.7651,-111.8947
2002,Salt Lake City,Skiing,Cross Country S,AUT,30km mass start,M,Silver,Austria,40.7651,-111.8947
2002,Salt Lake City,Skiing,Nordic Combined,AUT,individual,M,Bronze,Austria,40.7651,-111.8947
2002,Salt Lake City,Skiing,Nordic Combined,AUT,sprint,M,Bronze,Austria,40.7651,-111.8947
2002,Salt Lake City,Skiing,Nordic Combined,AUT,Team,M,Bronze,Austria,40.7651,-111.8947
2002,Salt Lake City,Skiing,Freestyle Ski.,BLR,aerials,M,Bronze,Belarus,40.7651,-111.8947
2002,Salt Lake City,Biathlon,Biathlon,BUL,10km pursuit,W,Bronze,Bulgaria,40.7651,-111.8947
2002,Salt Lake City,Skating,Short Track S.,BUL,1500m,W,Bronze,Bulgaria,40.7651,-111.8947
2002,Salt Lake City,Skating,Short Track S.,BUL,500m,W,Silver,Bulgaria,40.7651,-111.8947
2002,Salt Lake City,Curling,Curling,CAN,curling,M,Silver,Canada,40.7651,-111.8947
2002,Salt Lake City,Curling,Curling,CAN,curling,W,Bronze,Canada,40.7651,-111.8947
2002,Salt Lake City,Ice Hockey,Ice Hockey,CAN,ice hockey,M,Gold,Canada,40.7651,-111.8947
2002,Salt Lake City,Ice Hockey,Ice Hockey,CAN,ice hockey,W,Gold,Canada,40.7651,-111.8947
2002,Salt Lake City,Skating,Figure skating,CAN,pairs,X,Gold,Canada,40.7651,-111.8947
2002,Salt Lake City,Skating,Short Track S.,CAN,1000m,M,Bronze,Canada,40.7651,-111.8947
2002,Salt Lake City,Skating,Short Track S.,CAN,1500m,M,Bronze,Canada,40.7651,-111.8947
2002,Salt Lake City,Skating,Short Track S.,CAN,3000m relay,W,Bronze,Canada,40.7651,-111.8947
2002,Salt Lake City,Skating,Short Track S.,CAN,5000m relay,M,Gold,Canada,40.7651,-111.8947
2002,Salt Lake City,Skating,Short Track S.,CAN,500m,M,Gold,Canada,40.7651,-111.8947
2002,Salt Lake City,Skating,Short Track S.,CAN,500m,M,Silver,Canada,40.7651,-111.8947
2002,Salt Lake City,Skating,Speed skating,CAN,3000m,W,Bronze,Canada,40.7651,-111.8947
2002,Salt Lake City,Skating,Speed skating,CAN,5000m,W,Bronze,Canada,40.7651,-111.8947
2002,Salt Lake City,Skating,Speed skating,CAN,500m,W,Gold,Canada,40.7651,-111.8947
2002,Salt Lake City,Skiing,Cross Country S,CAN,5km pursuit,W,Gold,Canada,40.7651,-111.8947
2002,Salt Lake City,Skiing,Freestyle Ski.,CAN,aerials,W,Bronze,Canada,40.7651,-111.8947
2002,Salt Lake City,Skiing,Freestyle Ski.,CAN,aerials,W,Silver,Canada,40.7651,-111.8947
2002,Salt Lake City,Skating,Figure skating,CHN,pairs,X,Bronze,China,40.7651,-111.8947
2002,Salt Lake City,Skating,Short Track S.,CHN,1000m,W,Bronze,China,40.7651,-111.8947
2002,Salt Lake City,Skating,Short Track S.,CHN,1000m,W,Gold,China,40.7651,-111.8947
2002,Salt Lake City,Skating,Short Track S.,CHN,1500m,M,Silver,China,40.7651,-111.8947
2002,Salt Lake City,Skating,Short Track S.,CHN,3000m relay,W,Silver,China,40.7651,-111.8947
2002,Salt Lake City,Skating,Short Track S.,CHN,5000m relay,M,Bronze,China,40.7651,-111.8947
2002,Salt Lake City,Skating,Short Track S.,CHN,500m,W,Bronze,China,40.7651,-111.8947
2002,Salt Lake City,Skating,Short Track S.,CHN,500m,W,Gold,China,40.7651,-111.8947
2002,Salt Lake City,Skiing,Alpine Skiing,CRO,alpine combined,W,Gold,Croatia,40.7651,-111.8947
2002,Salt Lake City,Skiing,Alpine Skiing,CRO,giant slalom,W,Gold,Croatia,40.7651,-111.8947
2002,Salt Lake City,Skiing,Alpine Skiing,CRO,slalom,W,Gold,Croatia,40.7651,-111.8947
2002,Salt Lake City,Skiing,Alpine Skiing,CRO,super-G,W,Silver,Croatia,40.7651,-111.8947
2002,Salt Lake City,Skiing,Cross Country S,CZE,15km mass start,W,Silver,Czech Republic,40.7651,-111.8947
2002,Salt Lake City,Skiing,Cross Country S,CZE,5km pursuit,W,Silver,Czech Republic,40.7651,-111.8947
2002,Salt Lake City,Skiing,Freestyle Ski.,CZE,aerials,M,Gold,Czech Republic,40.7651,-111.8947
2002,Salt Lake City,Skiing,Cross Country S,EST,15km,M,Bronze,Estonia,40.7651,-111.8947
2002,Salt Lake City,Skiing,Cross Country S,EST,15km,M,Gold,Estonia,40.7651,-111.8947
2002,Salt Lake City,Skiing,Cross Country S,EST,50km,M,Silver,Estonia,40.7651,-111.8947
2002,Salt Lake City,Skiing,Freestyle Ski.,FIN,moguls,M,Gold,Finland,40.7651,-111.8947
2002,Salt Lake City,Skiing,Nordic Combined,FIN,individual,M,Gold,Finland,40.7651,-111.8947
2002,Salt Lake City,Skiing,Nordic Combined,FIN,individual,M,Silver,Finland,40.7651,-111.8947
2002,Salt Lake City,Skiing,Nordic Combined,FIN,sprint,M,Gold,Finland,40.7651,-111.8947
2002,Salt Lake City,Skiing,Nordic Combined,FIN,Team,M,Gold,Finland,40.7651,-111.8947
2002,Salt Lake City,Skiing,Ski Jumping,FIN,K120 individual (90m),M,Bronze,Finland,40.7651,-111.8947
2002,Salt Lake City,Skiing,Ski Jumping,FIN,K120 team (90m),M,Silver,Finland,40.7651,-111.8947
2002,Salt Lake City,Biathlon,Biathlon,FRA,12.5km pursuit,M,Silver,France,40.7651,-111.8947
2002,Salt Lake City,Biathlon,Biathlon,FRA,4x7.5km relay,M,Bronze,France,40.7651,-111.8947
2002,Salt Lake City,Skating,Figure skating,FRA,ice dancing,X,Gold,France,40.7651,-111.8947
2002,Salt Lake City,Skiing,Alpine Skiing,FRA,downhill,W,Gold,France,40.7651,-111.8947
2002,Salt Lake City,Skiing,Alpine Skiing,FRA,slalom,M,Gold,France,40.7651,-111.8947
2002,Salt Lake City,Skiing,Alpine Skiing,FRA,slalom,M,Silver,France,40.7651,-111.8947
2002,Salt Lake City,Skiing,Alpine Skiing,FRA,slalom,W,Silver,France,40.7651,-111.8947
2002,Salt Lake City,Skiing,Freestyle Ski.,FRA,moguls,M,Bronze,France,40.7651,-111.8947
2002,Salt Lake City,Skiing,Snowboard,FRA,Giant parallel slalom,W,Gold,France,40.7651,-111.8947
2002,Salt Lake City,Skiing,Snowboard,FRA,Giant parallel slalom,W,Silver,France,40.7651,-111.8947
2002,Salt Lake City,Skiing,Snowboard,FRA,Half-pipe,W,Silver,France,40.7651,-111.8947
2002,Salt Lake City,Bobsleigh,Skeleton,GBR,individual,W,Bronze,United Kingdom,40.7651,-111.8947
2002,Salt Lake City,Curling,Curling,GBR,curling,W,Gold,United Kingdom,40.7651,-111.8947
2002,Salt Lake City,Biathlon,Biathlon,GER,10km,M,Silver,Germany,40.7651,-111.8947
2002,Salt Lake City,Biathlon,Biathlon,GER,10km pursuit,W,Silver,Germany,40.7651,-111.8947
2002,Salt Lake City,Biathlon,Biathlon,GER,12.5km pursuit,M,Bronze,Germany,40.7651,-111.8947
2002,Salt Lake City,Biathlon,Biathlon,GER,15km,W,Gold,Germany,40.7651,-111.8947
2002,Salt Lake City,Biathlon,Biathlon,GER,20km,M,Silver,Germany,40.7651,-111.8947
2002,Salt Lake City,Biathlon,Biathlon,GER,4x7.5km relay,M,Silver,Germany,40.7651,-111.8947
2002,Salt Lake City,Biathlon,Biathlon,GER,4x7.5km relay,W,Gold,Germany,40.7651,-111.8947
2002,Salt Lake City,Biathlon,Biathlon,GER,7.5km,W,Gold,Germany,40.7651,-111.8947
2002,Salt Lake City,Biathlon,Biathlon,GER,7.5km,W,Silver,Germany,40.7651,-111.8947
2002,Salt Lake City,Bobsleigh,Bobsleigh,GER,four-man,M,Gold,Germany,40.7651,-111.8947
2002,Salt Lake City,Bobsleigh,Bobsleigh,GER,two-man,M,Gold,Germany,40.7651,-111.8947
2002,Salt Lake City,Bobsleigh,Bobsleigh,GER,two-man,W,Bronze,Germany,40.7651,-111.8947
2002,Salt Lake City,Bobsleigh,Bobsleigh,GER,two-man,W,Silver,Germany,40.7651,-111.8947
2002,Salt Lake City,Luge,Luge,GER,doubles,X,Gold,Germany,40.7651,-111.8947
2002,Salt Lake City,Luge,Luge,GER,singles,M,Silver,Germany,40.7651,-111.8947
2002,Salt Lake City,Luge,Luge,GER,singles,W,Bronze,Germany,40.7651,-111.8947
2002,Salt Lake City,Luge,Luge,GER,singles,W,Gold,Germany,40.7651,-111.8947
2002,Salt Lake City,Luge,Luge,GER,singles,W,Silver,Germany,40.7651,-111.8947
2002,Salt Lake City,Skating,Speed skating,GER,1000m,W,Silver,Germany,40.7651,-111.8947
2002,Salt Lake City,Skating,Speed skating,GER,1500m,W,Gold,Germany,40.7651,-111.8947
2002,Salt Lake City,Skating,Speed skating,GER,1500m,W,Silver,Germany,40.7651,-111.8947
2002,Salt Lake City,Skating,Speed skating,GER,3000m,W,Gold,Germany,40.7651,-111.8947
2002,Salt Lake City,Skating,Speed skating,GER,5000m,M,Bronze,Germany,40.7651,-111.8947
2002,Salt Lake City,Skating,Speed skating,GER,5000m,W,Gold,Germany,40.7651,-111.8947
2002,Salt Lake City,Skating,Speed skating,GER,500m,W,Bronze,Germany,40.7651,-111.8947
2002,Salt Lake City,Skating,Speed skating,GER,500m,W,Silver,Germany,40.7651,-111.8947
2002,Salt Lake City,Skiing,Alpine Skiing,GER,alpine combined,W,Bronze,Germany,40.7651,-111.8947
2002,Salt Lake City,Skiing,Cross Country S,GER,4x10km relay,M,Bronze,Germany,40.7651,-111.8947
2002,Salt Lake City,Skiing,Cross Country S,GER,4x5km relay,W,Gold,Germany,40.7651,-111.8947
2002,Salt Lake City,Skiing,Cross Country S,GER,5km pursuit,W,Bronze,Germany,40.7651,-111.8947
2002,Salt Lake City,Skiing,Cross Country S,GER,"Sprint 1,5km",M,Silver,Germany,40.7651,-111.8947
2002,Salt Lake City,Skiing,Cross Country S,GER,sprint 1.5km,W,Silver,Germany,40.7651,-111.8947
2002,Salt Lake City,Skiing,Nordic Combined,GER,sprint,M,Silver,Germany,40.7651,-111.8947
2002,Salt Lake City,Skiing,Nordic Combined,GER,Team,M,Silver,Germany,40.7651,-111.8947
2002,Salt Lake City,Skiing,Ski Jumping,GER,K120 team (90m),M,Gold,Germany,40.7651,-111.8947
2002,Salt Lake City,Skiing,Ski Jumping,GER,K90 individual (70m),M,Silver,Germany,40.7651,-111.8947
2002,Salt Lake City,Luge,Luge,ITA,singles,M,Gold,Italy,40.7651,-111.8947
2002,Salt Lake City,Skating,Figure skating,ITA,ice dancing,X,Bronze,Italy,40.7651,-111.8947
2002,Salt Lake City,Skating,Short Track S.,ITA,5000m relay,M,Silver,Italy,40.7651,-111.8947
2002,Salt Lake City,Skiing,Alpine Skiing,ITA,downhill,W,Silver,Italy,40.7651,-111.8947
2002,Salt Lake City,Skiing,Alpine Skiing,ITA,super-G,W,Bronze,Italy,40.7651,-111.8947
2002,Salt Lake City,Skiing,Alpine Skiing,ITA,super-G,W,Gold,Italy,40.7651,-111.8947
2002,Salt Lake City,Skiing,Cross Country S,ITA,10km,W,Bronze,Italy,40.7651,-111.8947
2002,Salt Lake City,Skiing,Cross Country S,ITA,15km mass start,W,Gold,Italy,40.7651,-111.8947
2002,Salt Lake City,Skiing,Cross Country S,ITA,30km,W,Gold,Italy,40.7651,-111.8947
2002,Salt Lake City,Skiing,Cross Country S,ITA,30km,W,Silver,Italy,40.7651,-111.8947
2002,Salt Lake City,Skiing,Cross Country S,ITA,4x10km relay,M,Silver,Italy,40.7651,-111.8947
2002,Salt Lake City,Skiing,Cross Country S,ITA,"Sprint 1,5km",M,Bronze,Italy,40.7651,-111.8947
2002,Salt Lake City,Skiing,Snowboard,ITA,Giant parallel slalom,W,Bronze,Italy,40.7651,-111.8947
2002,Salt Lake City,Skating,Speed skating,JPN,500m,M,Silver,Japan,40.7651,-111.8947
2002,Salt Lake City,Skiing,Freestyle Ski.,JPN,moguls,W,Bronze,Japan,40.7651,-111.8947
2002,Salt Lake City,Skating,Short Track S.,KOR,1000m,W,Silver,"Korea, South",40.7651,-111.8947
2002,Salt Lake City,Skating,Short Track S.,KOR,1500m,W,Gold,"Korea, South",40.7651,-111.8947
2002,Salt Lake City,Skating,Short Track S.,KOR,1500m,W,Silver,"Korea, South",40.7651,-111.8947
2002,Salt Lake City,Skating,Short Track S.,KOR,3000m relay,W,Gold,"Korea, South",40.7651,-111.8947
2002,Salt Lake City,Skating,Speed skating,NED,10000m,M,Gold,Netherlands,40.7651,-111.8947
2002,Salt Lake City,Skating,Speed skating,NED,10000m,M,Silver,Netherlands,40.7651,-111.8947
2002,Salt Lake City,Skating,Speed skating,NED,1000m,M,Gold,Netherlands,40.7651,-111.8947
2002,Salt Lake City,Skating,Speed skating,NED,1000m,M,Silver,Netherlands,40.7651,-111.8947
2002,Salt Lake City,Skating,Speed skating,NED,1500m,M,Silver,Netherlands,40.7651,-111.8947
2002,Salt Lake City,Skating,Speed skating,NED,3000m,W,Silver,Netherlands,40.7651,-111.8947
2002,Salt Lake City,Skating,Speed skating,NED,5000m,M,Gold,Netherlands,40.7651,-111.8947
2002,Salt Lake City,Skating,Speed skating,NED,5000m,W,Silver,Netherlands,40.7651,-111.8947
2002,Salt Lake City,Biathlon,Biathlon,NOR,10km,M,Gold,Norway,40.7651,-111.8947
2002,Salt Lake City,Biathlon,Biathlon,NOR,12.5km pursuit,M,Gold,Norway,40.7651,-111.8947
2002,Salt Lake City,Biathlon,Biathlon,NOR,15km,W,Silver,Norway,40.7651,-111.8947
2002,Salt Lake City,Biathlon,Biathlon,NOR,20km,M,Gold,Norway,40.7651,-111.8947
2002,Salt Lake City,Biathlon,Biathlon,NOR,4x7.5km relay,M,Gold,Norway,40.7651,-111.8947
2002,Salt Lake City,Biathlon,Biathlon,NOR,4x7.5km relay,W,Silver,Norway,40.7651,-111.8947
2002,Salt Lake City,Curling,Curling,NOR,curling,M,Gold,Norway,40.7651,-111.8947
2002,Salt Lake City,Skating,Speed skating,NOR,10000m,M,Bronze,Norway,40.7651,-111.8947
2002,Salt Lake City,Skating,Speed skating,NOR,1500m,M,Bronze,Norway,40.7651,-111.8947
2002,Salt Lake City,Skiing,Alpine Skiing,NOR,alpine combined,M,Gold,Norway,40.7651,-111.8947
2002,Salt Lake City,Skiing,Alpine Skiing,NOR,downhill,M,Silver,Norway,40.7651,-111.8947
2002,Salt Lake City,Skiing,Alpine Skiing,NOR,giant slalom,M,Bronze,Norway,40.7651,-111.8947
2002,Salt Lake City,Skiing,Alpine Skiing,NOR,super-G,M,Gold,Norway,40.7651,-111.8947
2002,Salt Lake City,Skiing,Cross Country S,NOR,10km,W,Gold,Norway,40.7651,-111.8947
2002,Salt Lake City,Skiing,Cross Country S,NOR,10km pursuit,M,Gold,Norway,40.7651,-111.8947
2002,Salt Lake City,Skiing,Cross Country S,NOR,10km pursuit,M,Gold,Norway,40.7651,-111.8947
2002,Salt Lake City,Skiing,Cross Country S,NOR,15km,M,Silver,Norway,40.7651,-111.8947
2002,Salt Lake City,Skiing,Cross Country S,NOR,30km,W,Bronze,Norway,40.7651,-111.8947
2002,Salt Lake City,Skiing,Cross Country S,NOR,30km mass start,M,Bronze,Norway,40.7651,-111.8947
2002,Salt Lake City,Skiing,Cross Country S,NOR,4x10km relay,M,Gold,Norway,40.7651,-111.8947
2002,Salt Lake City,Skiing,Cross Country S,NOR,4x5km relay,W,Silver,Norway,40.7651,-111.8947
2002,Salt Lake City,Skiing,Cross Country S,NOR,50km,M,Bronze,Norway,40.7651,-111.8947
2002,Salt Lake City,Skiing,Cross Country S,NOR,"Sprint 1,5km",M,Gold,Norway,40.7651,-111.8947
2002,Salt Lake City,Skiing,Cross Country S,NOR,sprint 1.5km,W,Bronze,Norway,40.7651,-111.8947
2002,Salt Lake City,Skiing,Freestyle Ski.,NOR,moguls,W,Gold,Norway,40.7651,-111.8947
2002,Salt Lake City,Skiing,Ski Jumping,POL,K120 individual (90m),M,Silver,Poland,40.7651,-111.8947
2002,Salt Lake City,Skiing,Ski Jumping,POL,K90 individual (70m),M,Bronze,Poland,40.7651,-111.8947
2002,Salt Lake City,Biathlon,Biathlon,RUS,10km pursuit,W,Gold,Russia,40.7651,-111.8947
2002,Salt Lake City,Biathlon,Biathlon,RUS,20km,M,Bronze,Russia,40.7651,-111.8947
2002,Salt Lake City,Biathlon,Biathlon,RUS,4x7.5km relay,W,Bronze,Russia,40.7651,-111.8947
2002,Salt Lake City,Ice Hockey,Ice Hockey,RUS,ice hockey,M,Bronze,Russia,40.7651,-111.8947
2002,Salt Lake City,Skating,Figure skating,RUS,ice dancing,X,Silver,Russia,40.7651,-111.8947
2002,Salt Lake City,Skating,Figure skating,RUS,individual,M,Gold,Russia,40.7651,-111.8947
